timestamp,action,track_artist,track_title,track_album,query,tier,score,filename,username,length,bitrate,size,speed
2026-06-18T13:46:58,preview,PJ & Duncan,Lets Get Ready to Rhumble,Psyche,PJ & Duncan Lets Get Ready to Rhumble clean,Clean / Exact,365.0,@@diczv\#NewsVI-2024\bigbrian\CROOK\Pj & Duncan - Lets Get Ready To Rhumble (90s Redrum) (Clean) 108.mp3,Lghta,271,320,320kb,1.22MB/s
2026-06-18T13:48:47,download_final,Lady Gaga,Bad Romance,The Fame Monster (Deluxe Edition),Bad Romance intro,Intro / Title Only,438.0,@@htouc\Music Sets\Various DJ Remixes\Lady Gaga - Bad Romance (CK Intro) (Clean).mp3,KJ_Jim,290,259,259kb,0.95MB/s
2026-06-18T13:49:30,download_final,"Dave, Central Cee",Sprinter,Sprinter,Sprinter intro,Intro / Title Only,358.0,@@bbprr\favourite artists 2026\Dave ft Central Cee\Unknown Album\Sprinter (Hh Clean Intro) 141.mp3,chuks1111,276,320,320kb,0.76MB/s
2026-06-18T13:50:21,preview,Zion & Lennox,Yo Voy,Motivando a la Yal,Yo Voy intro,Intro / Title Only,148.0,Shared\Musica Isma\Yo Voy (Intro Clean).mp3,pumpermaniacpc,254,320,320kb,2.73MB/s
2026-06-18T13:50:37,keep_preview,Zion & Lennox,Yo Voy,Motivando a la Yal,Yo Voy intro,Intro / Title Only,148.0,Shared\Musica Isma\Yo Voy (Intro Clean).mp3,pumpermaniacpc,254,320,320kb,2.73MB/s
2026-06-18T13:50:55,download_final,"Mora, YOVNGCHIMI",MODELITO,PARAÍSO,MODELITO intro,Intro / Title Only,212.5,m tl1\Dj Pools Music Pack [17 March 2026]\Just Play Remix\Mora - Modelito - Dj Alfonso Vera - Intro Outro - 145bpm - Jpr.mp3,TauAs,178,320,320kb,1.76MB/s
2026-06-18T13:51:23,download_final,"N.O.R.E., Daddy Yankee, Nina Sky, Gemstar, Big Mato",Oye Mi Canto,N.O.R.E. Y La Familia,Oye Mi Canto intro,Intro / Title Only,296.0,"Music\Nore ft Nina Sky, Daddy Yankee, Big Mato\Unknown Album\Oye Mi Canto (Intro - Clean).mp3",FartyPants,220,320,320kb,0.44MB/s
2026-06-18T13:52:10,download_final,"Eladio Carrion, Myke Towers",Jóvenes Millonarios,Sauce Boyz 2,Jóvenes Millonarios intro,Intro / Title Only,60.5,MP3\DJ Pools\Dj Pools Music Pack [03 August 2025]\Da Throwbackz\Eladio Carrion & Myke Towers - Jovenes Millonarios (Intro - Dirty) 137.mp3,zombies1337,196,320,320kb,2.34MB/s
2026-06-18T13:52:35,download_final,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Un Verano Sin Ti,Ojitos Lindos intro,Intro / Title Only,443.0,"Unsorted\All In One Partybreaks and Remixes\2025-10\Bad Bunny, Bomba Estéreo - Ojitos Lindos (Sickmix Intro) (Clean) 159.mp3",lwl,300,320,320kb,2.85MB/s
2026-06-18T13:53:13,download_final,"Bad Bunny, Bomba Estéreo",Ojitos Lindos,Un Verano Sin Ti,"Bad Bunny, Bomba Estéreo intro",Intro / Broad,443.0,"Unsorted\All In One Partybreaks and Remixes\2025-10\Bad Bunny, Bomba Estéreo - Ojitos Lindos (Sickmix Intro) (Clean) 159.mp3",lwl,300,320,320kb,2.85MB/s
2026-06-18T13:53:59,download_final,"FloyyMenor, Cris MJ",Gata Only,Gata Only,Gata Only intro,Intro / Title Only,363.0,@@eikha\ALL MUSIC\FloyyMenor feat. Cris Mj - Gata Only (Intro Clean).mp3,DJStan71,206,320,320kb,4.47MB/s
2026-06-18T13:54:32,download_final,Daddy Yankee,"Lo Que Pasó, Pasó",Barrio Fino (Bonus Track Version),"Lo Que Pasó, Pasó intro",Intro / Title Only,368.0,Music\#DJ Pools\2026\2026-03\2026-03-01\Just Play Remix\Daddy Yankee - Lo Que Pasó Pasó - Dj Angelo Vera - Intro Outro - 97bpm - Jpr.mp3,beatrice.songbird2,193,320,320kb,3.50MB/s
2026-06-18T13:54:56,download_final,"Bad Bunny, JHAYCO",Tarot,Un Verano Sin Ti,Tarot intro,Intro / Title Only,296.33333333333337,@@eikha\ALL MUSIC\Bad Bunny & Jhay Cortez - Tarot (DJcity Intro Clean).mp3,DJStan71,261,320,320kb,4.47MB/s
2026-06-18T13:55:31,download_final,"will.i.am, Britney Spears",Scream & Shout,#willpower,Scream & Shout intro,Intro / Title Only,443.0,"Unsorted\The Mash Up\2025\1104\Will.I.Am, Britney Spears - Scream & Shout (TMU Throwback Intro) (Clean) 6A 130.mp3",lwl,266,320,320kb,2.85MB/s
2026-06-18T13:56:14,download_final,Kesha,TiK ToK,Animal (Expanded Edition),TiK ToK intro,Intro / Title Only,447.0,Music\beatport_tracks_2024-02\Kesha - Tik Tok (Intro Clean).mp3,dj_scrapcirkit,228,320,320kb,19.47MB/s
2026-06-23T12:57:18,download_final,"Earth, Wind & Fire, The Emotions",Boogie Wonderland with The Emotions,I Am,Boogie Wonderland,Manual,313.0,"music\Earth, Wind & Fire, The Emotions - Boogie Wonderland (with The Emotions).mp3",hamzadabest_skd,289,238,238kb,2.76MB/s
2026-06-23T12:58:34,download_final,"Lady Gaga, Colby O'Donis",Just Dance,The Fame,"Lady Gaga, Colby O'Donis Just Dance",Normal / Exact,317.0,"Music-Pond-Assorted\FreezerMusic\Lady Gaga\The Fame Monster (International Deluxe)\01. Lady Gaga, Colby O'Donis - Just Dance.flac",meridian1,241,,29.4MB,7.14MB/s
2026-06-23T12:59:09,download_final,Kesha,We R Who We R,Cannibal (Expanded Edition),Kesha We R Who We R clean,Clean / Exact,386.0,Music\#DJ Pools\2026\2026-02\2026-02-02\SickMix - Party Hits Vol.28\Kesha - We R Who We R (Sickmix Intro) (Clean) 120.mp3,beatrice.songbird2,240,320,320kb,3.78MB/s
2026-06-23T13:02:11,preview,Dizzee Rascal,Bassline Junkie,The Fifth (Deluxe),Dizzee Rascal clean,Clean / Broad,25.0,Unsorted\All In One Partybreaks and Remixes\2025-10\Dizzee Rascal - Bonkers (Remix) (Intro Clean).mp3,lwl,309,320,320kb,9.01MB/s
2026-06-23T13:07:10,preview,Black Eyed Peas,Pump It,Monkey Business,Black Eyed Peas Pump It clean,Clean / Exact,363.0,@@htouc\Music Sets\Promo Only\PO Mainstream Radio\PO Mainstream Radio 2006\PO Mainstream Radio 2006-02\The Black Eyed Peas - Pump It (Clean Edit).mp3,KJ_Jim,216,217,217kb,0.80MB/s
2026-06-23T13:07:54,keep_preview,Black Eyed Peas,Pump It,Monkey Business,Black Eyed Peas Pump It clean,Clean / Exact,363.0,@@htouc\Music Sets\Promo Only\PO Mainstream Radio\PO Mainstream Radio 2006\PO Mainstream Radio 2006-02\The Black Eyed Peas - Pump It (Clean Edit).mp3,KJ_Jim,216,217,217kb,0.80MB/s
2026-06-23T13:08:36,preview,"Dizzee Rascal, Armand Van Helden",Bonkers,Tongue N' Cheek (Dirtee Deluxe Edition),Bonkers intro,Intro / Title Only,232.0,Music\#DJ Pools\2026\2026-02\2026-02-08\Bangerz Army\Dizzee Rascal - Bonkers (Remix) (Intro Clean) 128.mp3,beatrice.songbird2,309,320,320kb,3.78MB/s
2026-06-23T13:09:02,keep_preview,"Dizzee Rascal, Armand Van Helden",Bonkers,Tongue N' Cheek (Dirtee Deluxe Edition),Bonkers intro,Intro / Title Only,232.0,Music\#DJ Pools\2026\2026-02\2026-02-08\Bangerz Army\Dizzee Rascal - Bonkers (Remix) (Intro Clean) 128.mp3,beatrice.songbird2,309,320,320kb,3.78MB/s
2026-06-23T13:09:31,preview,Tinie Tempah,Pass Out,Disc-Overy,Tinie Tempah Pass Out clean,Clean / Exact,361.0,@@qodle\PRO2 Various (Coletaneas)\VA - 2020 100 Greatest Number Ones (The Best No.1s Ever) (320)\40 - Tinie Tempah - Pass Out (Clean).mp3,FLASHBACK6070,267,320,320kb,0.47MB/s
2026-06-23T13:09:57,preview,Tinie Tempah,Pass Out,Disc-Overy,Tinie Tempah Pass Out clean,Clean / Exact,372.0,@@pecnj\MUSIC\PROMO ONLY SERIES\PO RHYTHM CLUB\PO RHYTHM CLUB 2011\PO RHYTHM CLUB 2011-12\TINIE TEMPAH - PASS OUT (CLEAN).mp3,SinginRed,213,248,248kb,5.12MB/s
2026-06-23T13:10:21,preview,Tinie Tempah,Pass Out,Disc-Overy,Tinie Tempah Pass Out clean,Clean / Exact,372.0,Shared\Oma Musiikki\Uusi91\02-tinie_tempah-pass_out_(album_version_-_clean).mp3,rose_moo,268,211,211kb,6.00MB/s
2026-06-23T13:10:35,keep_preview,Tinie Tempah,Pass Out,Disc-Overy,Tinie Tempah Pass Out clean,Clean / Exact,372.0,Shared\Oma Musiikki\Uusi91\02-tinie_tempah-pass_out_(album_version_-_clean).mp3,rose_moo,268,211,211kb,6.00MB/s
2026-06-23T13:11:42,download_final,Backstreet Boys,Everybody Backstreet's Back,Backstreet's Back,Everybody Backstreet's Back intro,Intro / Title Only,361.0,Various Artists\Beatjunkies\Backstreet Boys - Everybody (Backstreet-'s Back) (DJ Dynamite Intro edit).mp3,Autobahn+,176,320,320kb,0.48MB/s
2026-06-23T13:11:55,download_final,Backstreet Boys,Everybody Backstreet's Back,Backstreet's Back,Everybody Backstreet's Back intro,Intro / Title Only,368.0,djpack\Dj Pools Music Pack [25 January 2026]\BeatJunkies [Throwback] [2016]\Backstreet Boys - Everybody (Backstreet's Back) (Dj Dynamite Intro Edit) 108.mp3,bernardb1995,176,320,320kb,3.58MB/s
2026-06-23T13:12:55,preview,Michael Jackson,Don't Stop 'Til You Get Enough,Off the Wall,Don't Stop 'Til You Get Enough intro,Intro / Title Only,436.0,@@fzssp\SERVIDOR 2024\SERVIDOR 3\SickMix - Disco Fever Vol. 1\Michael Jackson - Don't Stop 'Til You Get Enough (Sickmix Intro) (Clean) 120.mp3,CLUB DANCES RADIO,267,320,320kb,0.40MB/s
2026-06-23T13:13:17,preview,Michael Jackson,Don't Stop 'Til You Get Enough,Off the Wall,Don't Stop 'Til You Get Enough intro,Intro / Title Only,368.0,Share\Audio\Music\Michael Jackson\1979 - Off The Wall (Special Edition)\12. Michael Jackson - Don't Stop 'Til You Get Enough (Intro).mp3,kula35,13,320,320kb,4.71MB/s
2026-06-23T13:13:34,preview,Michael Jackson,Don't Stop 'Til You Get Enough,Off the Wall,Don't Stop 'Til You Get Enough intro,Intro / Title Only,337.0,00 a nicotine\MJArchive\Michael Jackson Remixes\Off The Wall\Don't Stop 'Till You Get Enough\Don't Stop 'Til You Get Enough (7'' Edit With Intro).flac,sabata94,255,,30.4MB,5.46MB/s
2026-06-23T13:14:44,preview,Michael Jackson,Don't Stop 'Til You Get Enough,Off the Wall,Michael Jackson Don't Stop 'Til You Get Enough,Manual,325.0,@@zlqwp\Muziek\Radio 2\Soul & Jazz Lijst 2019\101. Michael Jackson - Don't Stop 'Til You Get Enough.mp3,MUSIC=FUN,236,320,320kb,3.85MB/s
2026-06-23T13:15:13,keep_preview,Michael Jackson,Don't Stop 'Til You Get Enough,Off the Wall,Michael Jackson Don't Stop 'Til You Get Enough,Manual,325.0,@@zlqwp\Muziek\Radio 2\Soul & Jazz Lijst 2019\101. Michael Jackson - Don't Stop 'Til You Get Enough.mp3,MUSIC=FUN,236,320,320kb,3.85MB/s
2026-06-23T13:15:43,preview,Rihanna,Disturbia,Good Girl Gone Bad: Reloaded,Disturbia intro,Intro / Title Only,443.0,@@njdpu\2025\Rihanna - Disturbia (HH Clean Intro)_PN.mp3,SilasVZ,261,320,320kb,2.77MB/s
2026-06-23T13:16:06,preview,Rihanna,Disturbia,Good Girl Gone Bad: Reloaded,Disturbia intro,Intro / Title Only,440.0,MP3\DJ Pools\Dj Pools Music Pack [03 August 2025]\Russian Pack\Rihanna - Disturbia (Intro Clean) 125.mp3,zombies1337,276,320,320kb,1.59MB/s
2026-06-23T13:16:43,preview,Rihanna,Disturbia,Good Girl Gone Bad: Reloaded,Disturbia intro,Intro / Title Only,368.0,DJTools\LDS241 - DJ Service Music Archive\10.HALLOWEEN_JAMS_PT2_LDS241\Rihanna - Disturbia (Intro Edit).mp3,vargtimmenslskd,276,320,320kb,2.61MB/s
2026-06-23T13:17:00,keep_preview,Rihanna,Disturbia,Good Girl Gone Bad: Reloaded,Disturbia intro,Intro / Title Only,368.0,DJTools\LDS241 - DJ Service Music Archive\10.HALLOWEEN_JAMS_PT2_LDS241\Rihanna - Disturbia (Intro Edit).mp3,vargtimmenslskd,276,320,320kb,2.61MB/s
2026-06-23T13:20:42,download_final,Beyoncé,Single Ladies Put a Ring on It,I AM...SASHA FIERCE - Platinum Edition,Single Ladies Put a Ring on It intro,Intro / Title Only,115.0,@@puclh\05.10.26\complete\COMPLETE!!\DJ BILL BASS HIP HOP DJ EDITS MP3\DJ BILL BASS - OLD SCHOOL HIP HOP - DJ EDIT PACK - 42 BEYONCE - SINGLE LADIES (PUT A RING ON IT) (INTRO OUTRO).mp3,tonezy baby,219,253,253kb,1.02MB/s
2026-06-23T13:21:17,preview,Miley Cyrus,Party In The U.S.A.,The Time Of Our Lives (International Version),Party In The U.S.A. intro,Intro / Title Only,438.0,Expansion18.2\Music Done\PMEDiA-MP3 Pack\Various Artists - SickMix – Party Hits Vol.1 (2024)\Miley Cyrus - Party In The U.S.A. (Sickmix Intro) (Clean) 96.mp3,Leighrk,250,320,320kb,0.70MB/s
